animal,images,scientific_names,common_names,statusLabel
http://www.wikidata.org/entity/Q1593898,http://commons.wikimedia.org/wiki/Special:FilePath/Eleutherodactylus%20turquinensis.jpg,Eleutherodactylus turquinensis,Turquino robber frog,Critically Endangered
http://www.wikidata.org/entity/Q1614957,http://commons.wikimedia.org/wiki/Special:FilePath/Northern%20White%20Rhinoceros%20Angalifu.jpg,Ceratotherium simum cottoni,"Northern White Rhinoceros, Northern Square-lipped Rhinoceros, Northern White Rhino",Critically Endangered
http://www.wikidata.org/entity/Q1616195,http://commons.wikimedia.org/wiki/Special:FilePath/Phragmipedium%20richteri%20038.jpg,Phragmipedium ×richteri,Richter's Phragmipedium,Critically Endangered
http://www.wikidata.org/entity/Q1617207,http://commons.wikimedia.org/wiki/Special:FilePath/Hibiscadelphus%20distans%20%284813972810%29.jpg,Hibiscadelphus distans,Kauai hau kuahiwi,Critically Endangered
http://www.wikidata.org/entity/Q1617630,http://commons.wikimedia.org/wiki/Special:FilePath/Austrogammarus%20australis.JPG,Austrogammarus australis,"Dandenong Freshwater Amphipod, Sherbrooke Amphipod",Critically Endangered
http://www.wikidata.org/entity/Q1636312,http://commons.wikimedia.org/wiki/Special:FilePath/Black%20Rhinoceros%20in%20Sweetwater%20Nat%20Park%20Kenya.jpg,Diceros bicornis michaeli,"Eastern Black Rhino, Eastern Black Rhinoceros",Critically Endangered
http://www.wikidata.org/entity/Q1645613,http://commons.wikimedia.org/wiki/Special:FilePath/Horrid%20Ground%20Weaver%20%28Nothophantes%20horridus%29.jpg,Nothophantes horridus,Horrid Ground-weaver,Critically Endangered
http://www.wikidata.org/entity/Q1676798,http://commons.wikimedia.org/wiki/Special:FilePath/Glossolepis%20wanamensis.jpg,Glossolepis wanamensis,"Lake Wanam rainbowfish, Lake Wanam Rainbowfish",Critically Endangered
http://www.wikidata.org/entity/Q1683425,http://commons.wikimedia.org/wiki/Special:FilePath/Rio%20Sinu%20al%20lado%20del%20Mercado%20Publico%2C%20Santa%20Cruz%20de%20Lorica%2C%20Cordoba.jpg,Pyrrhura subandina,Sinu Parakeet,Critically Endangered
http://www.wikidata.org/entity/Q1727739,http://commons.wikimedia.org/wiki/Special:FilePath/0%20Amsonia%20orientalis%20-%20Yvoire.JPG,Amsonia orientalis,Blue star,Critically Endangered
http://www.wikidata.org/entity/Q1734325,http://commons.wikimedia.org/wiki/Special:FilePath/Benny%20Trapp%20Pelophylax%20cerigensis.jpg,Pelophylax cerigensis,"Karpathos Frog, Karpathos frog",Critically Endangered
http://www.wikidata.org/entity/Q1761519,http://commons.wikimedia.org/wiki/Special:FilePath/Mauritius%20olive%20white-eye%20%28Zosterops%20chloronothos%29.jpg,Zosterops chloronothos,Mauritius Olive White-eye,Critically Endangered
http://www.wikidata.org/entity/Q1763394,http://commons.wikimedia.org/wiki/Special:FilePath/Dasyprocta%20mexicana.jpg,Dasyprocta mexicana,"Mexican agouti, Mexican Agouti",Critically Endangered
http://www.wikidata.org/entity/Q1764856,http://commons.wikimedia.org/wiki/Special:FilePath/Ctenomys%20osvaldoreigi%21.jpg,Ctenomys osvaldoreigi,Reig’s Tuco-tuco,Critically Endangered
http://www.wikidata.org/entity/Q1766478,http://commons.wikimedia.org/wiki/Special:FilePath/Zyzomys%20pedunculatus.jpg,Zyzomys pedunculatus,"Central Australian Rock Rat, Central Rock Rat, Central rock-rat, Central Rock-rat, Macdonnell Range Rock-rat",Critically Endangered
http://www.wikidata.org/entity/Q1766902,http://commons.wikimedia.org/wiki/Special:FilePath/Cavia%20intermedia%20f825.JPG,Cavia intermedia,"Moleques do Sul Guinea Pig, Santa Catarina's guinea pig, Santa Catarina’s Guinea Pig",Critically Endangered
http://www.wikidata.org/entity/Q1767093,http://commons.wikimedia.org/wiki/Special:FilePath/Peromyscus%20bullatus%204697579.jpg,Peromyscus bullatus,"Perote Deer Mouse, Perote Deermouse, Perote Mouse",Critically Endangered
http://www.wikidata.org/entity/Q1767867,http://commons.wikimedia.org/wiki/Special:FilePath/JepPrairie%206571.jpg,Elaphrus viridis,"Delta green ground beetle, Delta Green Ground Beetle",Critically Endangered
http://www.wikidata.org/entity/Q1768795,http://commons.wikimedia.org/wiki/Special:FilePath/Kolar%20leaf-nosed%20bat.jpg,Hipposideros hypophyllus,"Kolar leaf-nosed bat, Kolar Leaf-nosed Bat, Leafletted Leaf-nosed Bat",Critically Endangered
http://www.wikidata.org/entity/Q1769180,http://commons.wikimedia.org/wiki/Special:FilePath/Rana%20pyrenaica%201.jpg,Rana pyrenaica,"Pyrenean frog, Pyrenean Frog",Critically Endangered
http://www.wikidata.org/entity/Q1790101,http://commons.wikimedia.org/wiki/Special:FilePath/Fraxinus%20nigra%20leaves.jpg,Fraxinus nigra,black ash,Critically Endangered
http://www.wikidata.org/entity/Q1790887,http://commons.wikimedia.org/wiki/Special:FilePath/Atractosteus%20tristoechus%2001.jpg,Atractosteus tristoechus,Cuban gar,Critically Endangered
http://www.wikidata.org/entity/Q1820165,http://commons.wikimedia.org/wiki/Special:FilePath/Leptocereus%20grantianus.jpg,Leptocereus grantianus,sebucan,Critically Endangered
http://www.wikidata.org/entity/Q1827030,http://commons.wikimedia.org/wiki/Special:FilePath/Oreochromis%20hunteri.jpg,Oreochromis hunteri,Lake Chala Tilapia,Critically Endangered
http://www.wikidata.org/entity/Q1827817,http://commons.wikimedia.org/wiki/Special:FilePath/Callagur%20borneoensis.jpg,Batagur borneoensis,"Painted Batagur, Painted terrapin, Painted Terrapin, Saw-jawed Terrapin, Three-striped Batagur",Critically Endangered
http://www.wikidata.org/entity/Q1830874,http://commons.wikimedia.org/wiki/Special:FilePath/Coleura%20seychellensis.png,Coleura seychellensis,"Seychelles sheath-tailed bat, Seychelles Sheath-tailed Bat",Critically Endangered
http://www.wikidata.org/entity/Q1831141,http://commons.wikimedia.org/wiki/Special:FilePath/Phyllonycteris%20aphylla.jpg,Phyllonycteris aphylla,Jamaican Flower Bat,Critically Endangered
http://www.wikidata.org/entity/Q1834012,http://commons.wikimedia.org/wiki/Special:FilePath/PeltastesForsteniFord.jpg,Indotestudo forstenii,"Celebes Tortoise, Forsten's tortoise, Forsten's Tortoise, Travancore Tortoise",Critically Endangered
http://www.wikidata.org/entity/Q1842196,http://commons.wikimedia.org/wiki/Special:FilePath/RR5109-0045R%20C%D0%B0%D1%85%D0%B0%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BE%D1%81%D0%B5%D1%82%D1%80.gif,Acipenser mikadoi,Sakhalin Sturgeon,Critically Endangered
http://www.wikidata.org/entity/Q1848426,http://commons.wikimedia.org/wiki/Special:FilePath/Litoria%20booroolongensis.jpg,Litoria booroolongensis,"Booroolong frog, Booroolong Frog",Critically Endangered
http://www.wikidata.org/entity/Q1853610,http://commons.wikimedia.org/wiki/Special:FilePath/Bombus%20suckleyi.jpg,Bombus suckleyi,Suckley Cuckoo Bumble Bee,Critically Endangered
http://www.wikidata.org/entity/Q1857023,http://commons.wikimedia.org/wiki/Special:FilePath/Olympic%20Coast%20National%20Marine%20Sanctuary%202010%20Pycnopodia%20helianthoides.jpg,Pycnopodia helianthoides,Sunflower star,Critically Endangered
http://www.wikidata.org/entity/Q1869203,http://commons.wikimedia.org/wiki/Special:FilePath/1939.2931%20Skin%20Dorsal%20Skins-1%20MG%201492-S.jpg,Dendrolagus mayri,"Wondiwoi Tree Kangaroo, Wondiwoi Tree-kangaroo",Critically Endangered
http://www.wikidata.org/entity/Q1883671,http://commons.wikimedia.org/wiki/Special:FilePath/Sooglossus%20thomasseti.jpg,Sooglossus thomasseti,"Thomasset's Frog, Thomasset's Seychelles Frog, Thomasset’s frog",Critically Endangered
http://www.wikidata.org/entity/Q1926485,http://commons.wikimedia.org/wiki/Special:FilePath/Elephant%20Sumatra%20ProfilG.jpg,Elephas maximus sumatranus,Sumatran Elephant,Critically Endangered
http://www.wikidata.org/entity/Q1930232,http://commons.wikimedia.org/wiki/Special:FilePath/Dalbergia%20cochinchinensis%20Kratie%20Cambodia.JPG,Dalbergia cochinchinensis,"Rose Wood, Siamese Rosewood, Thailand rosewood, Thailand Rosewood, Tracwood",Critically Endangered
http://www.wikidata.org/entity/Q1932433,http://commons.wikimedia.org/wiki/Special:FilePath/Cycad%20cone.jpg,Encephalartos sclavoi,"Sclavo's cycad, Sclavo's Cycad",Critically Endangered
http://www.wikidata.org/entity/Q1932798,http://commons.wikimedia.org/wiki/Special:FilePath/BennyTrapp%20Ambrosis%20H%C3%B6hlensalamander%20Speleomantes%20ambrosii%20Italien.jpg,Speleomantes ambrosii,"Ambrosi's cave salamander, Ambrosi's Cave Salamander, Spezia Cave Salamander",Critically Endangered
http://www.wikidata.org/entity/Q1934110,http://commons.wikimedia.org/wiki/Special:FilePath/Brighamia%20insignis%20-%20general%20view.JPG,Brighamia insignis,cabbage on a stick,Critically Endangered
http://www.wikidata.org/entity/Q1935748,http://commons.wikimedia.org/wiki/Special:FilePath/Paphiopedilum%20emersonii%20Orchi%20078.jpg,Paphiopedilum emersonii,Emerson's Paphiopedilum,Critically Endangered
http://www.wikidata.org/entity/Q1936142,http://commons.wikimedia.org/wiki/Special:FilePath/Paphiopedilum%20fowliei.jpg,Paphiopedilum fowliei,Fowlie's Paphiopedilum,Critically Endangered
http://www.wikidata.org/entity/Q1936188,http://commons.wikimedia.org/wiki/Special:FilePath/Dendrotrition%20rabbi.jpeg,Dendrotriton rabbi,"Guatemalan bromeliad salamander, Guatemalan Bromeliad Salamander",Critically Endangered
http://www.wikidata.org/entity/Q1936237,http://commons.wikimedia.org/wiki/Special:FilePath/Aquilegia%20nuragica%2001.jpg,Aquilegia nuragica,"Nuragica columbine, Nuragica Columbine",Critically Endangered
http://www.wikidata.org/entity/Q1936275,http://commons.wikimedia.org/wiki/Special:FilePath/Paphiopedilum%20tranlienianum.jpg,Paphiopedilum tranlienianum,Tran's Paphiopedilum,Critically Endangered
http://www.wikidata.org/entity/Q1938586,http://commons.wikimedia.org/wiki/Special:FilePath/Sternotherus%20depressus.jpg,Sternotherus depressus,"Flattened musk turtle, Flattened Musk Turtle",Critically Endangered
http://www.wikidata.org/entity/Q1940170,http://commons.wikimedia.org/wiki/Special:FilePath/Stomatepia%20pindu%20-%20Lac%20Barombi%20Mbo%20-%20Aqua%20porte%20dor%C3%A9e%20Paris%2011.JPG,Stomatepia pindu,Pindu,Critically Endangered
http://www.wikidata.org/entity/Q1940401,http://commons.wikimedia.org/wiki/Special:FilePath/Paphiopedilum%20helenae%20toapel.jpg,Paphiopedilum helenae,Ellen's Paphiopedilum,Critically Endangered
http://www.wikidata.org/entity/Q1940418,http://commons.wikimedia.org/wiki/Special:FilePath/Paphiopedilum%20fairrieanum.JPG,Paphiopedilum fairrieanum,Fairrie's Paphiopedilum,Critically Endangered
http://www.wikidata.org/entity/Q1940576,http://commons.wikimedia.org/wiki/Special:FilePath/Leptopanchax%20opalescens%20%2810.3897-zoologia.37.e54982%29%20Figures%201%E2%80%932.jpg,Leptolebias opalescens,"Annual tropical killifish, Annual Tropical Killifish, Opalescent Pearlfish",Critically Endangered
http://www.wikidata.org/entity/Q1940926,http://commons.wikimedia.org/wiki/Special:FilePath/Oreochromis%20squamipinnis.jpg,Oreochromis squamipinnis,Cichlid,Critically Endangered
http://www.wikidata.org/entity/Q1941115,http://commons.wikimedia.org/wiki/Special:FilePath/Bupleurum%20dianthifolium.jpg,Bupleurum dianthifolium,Bupleuro di Marettimo,Critically Endangered
http://www.wikidata.org/entity/Q1941255,http://commons.wikimedia.org/wiki/Special:FilePath/Aquilegia%20barbaricina%2001.jpg,Aquilegia barbaricina,"Barbaricina colombine, Barbaricina Colombine",Critically Endangered
http://www.wikidata.org/entity/Q1941278,http://commons.wikimedia.org/wiki/Special:FilePath/Buplerum%20elatum01.jpg,Bupleurum elatum,Bupleuro delle Madoni,Critically Endangered
http://www.wikidata.org/entity/Q1941555,http://commons.wikimedia.org/wiki/Special:FilePath/Kokia%20drynarioides.jpg,Kokia drynarioides,"Hawai'i treecotton, Hawaiʻi tree cotton, Hawaiian cotton tree, Hawaiian Tree Cotton",Critically Endangered
http://www.wikidata.org/entity/Q1942763,http://commons.wikimedia.org/wiki/Special:FilePath/Paphiopedilum%20micranthum%20Orchi%2001.jpg,Paphiopedilum micranthum,Silver slipper orchid,Critically Endangered
http://www.wikidata.org/entity/Q1943476,http://commons.wikimedia.org/wiki/Special:FilePath/Hyperolius%20tanneri.gif,Hyperolius tanneri,Reed frog,Critically Endangered
http://www.wikidata.org/entity/Q1943923,http://commons.wikimedia.org/wiki/Special:FilePath/Xyrauchen%20texanus.jpg,Xyrauchen texanus,"Razorback sucker, Razorback Sucker",Critically Endangered
http://www.wikidata.org/entity/Q1945370,http://commons.wikimedia.org/wiki/Special:FilePath/Arabis%20kennedyae%20kz4.jpg,Arabis kennedyae,"Troodos rockcress, Troodos Rockcress",Critically Endangered
http://www.wikidata.org/entity/Q1946682,http://commons.wikimedia.org/wiki/Special:FilePath/Paphiopedilum%20lawrenceanum%20%27Birchwood%27%20HCC-AOS%20x%20%27Fox%20Valley%27%20%28plant%29.jpg,Paphiopedilum lawrenceanum,Lawrence's Paphiopedilum,Critically Endangered
http://www.wikidata.org/entity/Q1946843,http://commons.wikimedia.org/wiki/Special:FilePath/Acrocephalus%20caffer%20longirostris.jpg,Acrocephalus longirostris,Moorea Reed Warbler,Critically Endangered
http://www.wikidata.org/entity/Q1948634,http://commons.wikimedia.org/wiki/Special:FilePath/Sorbus%20pseudofennica.JPG,Sorbus pseudofennica,"Arran Cut-leaved Whitebeam, Arran Service-tree",Critically Endangered
http://www.wikidata.org/entity/Q1949425,http://commons.wikimedia.org/wiki/Special:FilePath/Partula%20taeniata.jpg,Partula taeniata,"Polynesian Tree Snail, Moorean Viviparious Tree Snail, Moorean viviparous tree snail",Critically Endangered
http://www.wikidata.org/entity/Q1950369,http://commons.wikimedia.org/wiki/Special:FilePath/Cephaloscyllium%20albipinnum%20csiro-nfc.jpg,Cephaloscyllium albipinnum,Whitefin Swellshark,Critically Endangered
http://www.wikidata.org/entity/Q1951887,http://commons.wikimedia.org/wiki/Special:FilePath/Mustelus%20whitneyi%20SI.jpg,Mustelus whitneyi,"Humpback smoothhoun, Humpback Smoothhound",Critically Endangered
http://www.wikidata.org/entity/Q1956228,http://commons.wikimedia.org/wiki/Special:FilePath/Lidole%20female%20Feb07%20Malembo1.jpg,something about fish,Cichlid,Critically Endangered
http://www.wikidata.org/entity/Q2004978,"http://commons.wikimedia.org/wiki/Special:FilePath/Abies%20numidica%2C%20Jebel%20Babor%2C%20S%C3%A9tif%2C%20Algeria%201.jpg, http://commons.wikimedia.org/wiki/Special:FilePath/Abies%20numidica%2C%20Jebel%20Babor%2C%20S%C3%A9tif%2C%20Algeria%203.jpg",Abies numidica,"Algerian Fir, Algerian Silver Fir",Critically Endangered
http://www.wikidata.org/entity/Q2006609,http://commons.wikimedia.org/wiki/Special:FilePath/Pelochelys%20cantorii.jpg,Pelochelys cantorii,"Asian Giant Softshell Turtle, Cantor's Giant Softshell, Frog-faced softshell turtle, Frog-faced Softshell Turtle",Critically Endangered
http://www.wikidata.org/entity/Q2044963,http://commons.wikimedia.org/wiki/Special:FilePath/Stavenn%20Hippotragus%20niger%20variani%2000.jpg,Hippotragus niger variani,"Giant Sable, Giant Sable Antelope",Critically Endangered
http://www.wikidata.org/entity/Q2048914,"http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20zeteki.jpg, http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20zeteki1.jpg",Atelopus zeteki,"Golden arrow poison frog, Panamanian Golden Frog",Critically Endangered
http://www.wikidata.org/entity/Q2050578,http://commons.wikimedia.org/wiki/Special:FilePath/Western%20swamp%20tortoise.JPG,Pseudemydura umbrina,"Western Swamp Turtle, Short-necked Turtle, Western Short-necked Turtle, Western Swamp Tortoise, Western swamp turtle",Critically Endangered
http://www.wikidata.org/entity/Q2056602,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20cruciger.jpg,Atelopus cruciger,"Rancho grande harlequin frog, Rancho Grande Harlequin Frog, Veragua Stubfoot Toad",Critically Endangered
http://www.wikidata.org/entity/Q2056792,http://commons.wikimedia.org/wiki/Special:FilePath/Ceratozamia%20Hildae%20Leave.jpg,Ceratozamia hildae,"Cycad, Bamboo Cycad",Critically Endangered
http://www.wikidata.org/entity/Q2060964,http://commons.wikimedia.org/wiki/Special:FilePath/Dicaeumquadricolor.jpg,Dicaeum quadricolor,"Cebu flowerpecker, Cebu Flowerpecker",Critically Endangered
http://www.wikidata.org/entity/Q2068332,http://commons.wikimedia.org/wiki/Special:FilePath/African%20wedgefish%20Bijagos%20archipelago.png,Rhynchobatus luebberti,"African Wedgefish, Guitarra, Lubbert’s Guitarfish, Spikenose Wedgefish",Critically Endangered
http://www.wikidata.org/entity/Q2119450,http://commons.wikimedia.org/wiki/Special:FilePath/Etheostoma%20percnurum.jpg,Etheostoma percnurum,Duskytail Darter,Critically Endangered
http://www.wikidata.org/entity/Q2123132,http://commons.wikimedia.org/wiki/Special:FilePath/Alabama%20Sturgeon.jpg,Scaphirhynchus suttkusi,Alabama Sturgeon,Critically Endangered
http://www.wikidata.org/entity/Q2124204,http://commons.wikimedia.org/wiki/Special:FilePath/Edwardsia%20ivelli.jpg,Edwardsia ivelli,"Ivell's Sea Anemone, Ivell’s sea anemone",Critically Endangered
http://www.wikidata.org/entity/Q2138991,http://commons.wikimedia.org/wiki/Special:FilePath/Nilssonia%20formosa.jpg,Nilssonia formosa,Burmese Peacock Softshell,Critically Endangered
http://www.wikidata.org/entity/Q2157282,http://commons.wikimedia.org/wiki/Special:FilePath/Indo-Chinese.box.turtle.arp.jpg,Cuora picturata,Southern Viet Nam Box Turtle,Critically Endangered
http://www.wikidata.org/entity/Q2158127,http://commons.wikimedia.org/wiki/Special:FilePath/B%20cuneata%20gnangarra%2020.JPG,Banksia cuneata,Matchstick banksia,Critically Endangered
http://www.wikidata.org/entity/Q2164369,http://commons.wikimedia.org/wiki/Special:FilePath/NorthWest%20African%20Cheetah%20%2814846381095%29.jpg,Acinonyx jubatus hecki,"Northwest African Cheetah, Saharan Cheetah",Critically Endangered
http://www.wikidata.org/entity/Q2176319,http://commons.wikimedia.org/wiki/Special:FilePath/Coryphaenoides%20rupestris.jpg,Coryphaenoides rupestris,"Black Grenadier, Blunt-nose Rattail, Rock Grenadier, Roundnose Grenadier",Critically Endangered
http://www.wikidata.org/entity/Q2179263,http://commons.wikimedia.org/wiki/Special:FilePath/Giant%20Asian%20Pond%20Turtle%20heosemys%20grandis.jpg,Heosemys grandis,"Giant Asian pond turtle, Giant Asian Pond Turtle",Critically Endangered
http://www.wikidata.org/entity/Q2181461,http://commons.wikimedia.org/wiki/Special:FilePath/M.E.%20Blochii%20Systema%20ichthyologiae%20iconibus%20CX%20illustratum%20%281801%29%20%2814766102852%29.jpg,Rhynchobatus laevis,"Smoothnose wedgefish, Smoothnose Wedgefish",Critically Endangered
http://www.wikidata.org/entity/Q2183057,http://commons.wikimedia.org/wiki/Special:FilePath/Sebastes%20paucispinis.jpg,Sebastes paucispinis,Bocaccio rockfish,Critically Endangered
http://www.wikidata.org/entity/Q2187681,http://commons.wikimedia.org/wiki/Special:FilePath/Iggy%20pink.jpg,Conolophus marthae,"Galápagos Pink Land Iguana, Gal·pagos pink land iguana, Pink Iguana",Critically Endangered
http://www.wikidata.org/entity/Q2208717,http://commons.wikimedia.org/wiki/Special:FilePath/Atelognathus%20patagonicus%2064456012.jpg,Atelognathus patagonicus,"Patagonia frog, Patagonia Frog",Critically Endangered
http://www.wikidata.org/entity/Q2208956,http://commons.wikimedia.org/wiki/Special:FilePath/Eleutherodactylus%20albipes.jpg,Eleutherodactylus albipes,Cuban dwarf robber frog,Critically Endangered
http://www.wikidata.org/entity/Q2209842,http://commons.wikimedia.org/wiki/Special:FilePath/Telmatobius%20atacamensis.jpg,Telmatobius atacamensis,"Atacama Water Frog, Salta water frog",Critically Endangered
http://www.wikidata.org/entity/Q2210982,http://commons.wikimedia.org/wiki/Special:FilePath/Starr%20061105-1347%20Bonamia%20menziesii.jpg,Bonamia menziesii,Hawai'i lady's nightcap,Critically Endangered
http://www.wikidata.org/entity/Q2211135,http://commons.wikimedia.org/wiki/Special:FilePath/Clouded%20salamander%20calf%20creek%20miles%20odfw%20%284427770612%29.jpg,Bolitoglossa carri,Cloud Forest Salamander,Critically Endangered
http://www.wikidata.org/entity/Q2211862,http://commons.wikimedia.org/wiki/Special:FilePath/Chiropterotriton%20terrestris%202900810%20%28cropped%29.jpg,Chiropterotriton terrestris,Terrestrial splayfoot salamander,Critically Endangered
http://www.wikidata.org/entity/Q2212091,http://commons.wikimedia.org/wiki/Special:FilePath/Chiropterotriton%20lavae.jpg,Chiropterotriton lavae,"Pigmy Flat-footed Salamander, Pigmy Splayfoot Salamander, Pygmy splayfoot salamander",Critically Endangered
http://www.wikidata.org/entity/Q2212332,http://commons.wikimedia.org/wiki/Special:FilePath/Oedipina%20gephyra01.jpeg,Oedipina gephyra,"La Fortuna Worm Salamander, Worm salamander",Critically Endangered
http://www.wikidata.org/entity/Q2212499,http://commons.wikimedia.org/wiki/Special:FilePath/Baja%20Verapaz%20Salamander%2C%20Guatemala%20imported%20from%20iNaturalist%20photo%2061830874.jpg,Cryptotriton veraepacis,"Baja Verapaz salamander, Baja Verapaz Salamander",Critically Endangered
http://www.wikidata.org/entity/Q2236024,http://commons.wikimedia.org/wiki/Special:FilePath/Poropuntius%20tawarensis.jpeg,Poropuntius tawarensis,Kawan,Critically Endangered
http://www.wikidata.org/entity/Q2236249,http://commons.wikimedia.org/wiki/Special:FilePath/Orkar%20u0.gif,Oreochromis karongae,Cichlid,Critically Endangered
http://www.wikidata.org/entity/Q2236252,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20balios.jpg,Atelopus balios,"Rio Pescado stubfoot toad, Rio Pescado Stubfoot Toad",Critically Endangered
http://www.wikidata.org/entity/Q2236388,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20guanujo.jpg,Atelopus guanujo,Guanujo stubfoot toad,Critically Endangered
http://www.wikidata.org/entity/Q2236430,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20arthuri%2056814765.jpg,Atelopus arthuri,Arthur's Stubfoot Toad,Critically Endangered
http://www.wikidata.org/entity/Q2236453,http://commons.wikimedia.org/wiki/Special:FilePath/Stomatepia%20mariae%206784679.jpg,Stomatepia mariae,"Alkali Cichlid, Nsess",Critically Endangered
http://www.wikidata.org/entity/Q2236704,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20carbonerensis.jpg,Atelopus carbonerensis,"La Carbonera Stubfoot Toad, Venezuelan Yellow Frog",Critically Endangered
http://www.wikidata.org/entity/Q2236763,"http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20glyphus.jpg, http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20glyphus%20female.jpg",Atelopus glyphus,"Pirre Harlequin Frog, Pirre Mountain frog",Critically Endangered
http://www.wikidata.org/entity/Q2236824,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20tricolor%20dorsal.jpg,Atelopus tricolor,"Three-colored Stubfoot Toad, Three-coloured harlequin toad, Three-coloured Harlequin Toad",Critically Endangered
http://www.wikidata.org/entity/Q2236888,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20coynei%20Andreas%20Kay.jpg,Atelopus coynei,Rio Faisanes Stubfoot Toad,Critically Endangered
http://www.wikidata.org/entity/Q2237085,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20tamaense.jpg,Atelopus tamaense,"Tamá Harlequin Toad, Venezuela Stubfoot Toad",Critically Endangered
http://www.wikidata.org/entity/Q2237331,http://commons.wikimedia.org/wiki/Special:FilePath/Wolterstorffina%20parvipalmata%20%28Werner%2C%201898%29.jpg,Wolterstorffina parvipalmata,"Cameroon Wolterstorff toad, Cameroon Wolterstorff Toad, montane forest tree toad",Critically Endangered
http://www.wikidata.org/entity/Q2240227,http://commons.wikimedia.org/wiki/Special:FilePath/Alsodes%20pehuenche%20hembra.jpg,Alsodes pehuenche,Pehuenche Spiny-chest Frog,Critically Endangered
http://www.wikidata.org/entity/Q2244545,http://commons.wikimedia.org/wiki/Special:FilePath/Bolitoglossa%20celaque01.jpg,Bolitoglossa celaque,"Celaque mushroomtongue salamander, Celaque Mushroomtongue Salamander",Critically Endangered
http://www.wikidata.org/entity/Q2245186,http://commons.wikimedia.org/wiki/Special:FilePath/Paphiopedilum%20henryanum%20Orchi%2010.jpg,Paphiopedilum henryanum,Henry's Paphiopedilum,Critically Endangered
http://www.wikidata.org/entity/Q2245205,http://commons.wikimedia.org/wiki/Special:FilePath/Arthroleptella%20subvoce.png,Arthroleptella subvoce,Northern Moss Frog,Critically Endangered
http://www.wikidata.org/entity/Q2245771,"http://commons.wikimedia.org/wiki/Special:FilePath/Starr%20030523-0035%20Gardenia%20brighamii.jpg, http://commons.wikimedia.org/wiki/Special:FilePath/Starr%20030523-0050%20Gardenia%20brighamii.jpg",Gardenia brighamii,"forest gardenia, Forest Gardenia, Hawaiian Gardenia",Critically Endangered
http://www.wikidata.org/entity/Q2245951,http://commons.wikimedia.org/wiki/Special:FilePath/Atelopus%20mucubajiensis.jpg,Atelopus mucubajiensis,"Mucubaji stubfoot toad, Mucubaji Stubfoot Toad",Critically Endangered
http://www.wikidata.org/entity/Q2249742,"http://commons.wikimedia.org/wiki/Special:FilePath/Aqualaria%20malaccensis.jpg, http://commons.wikimedia.org/wiki/Special:FilePath/Aquilaria%20malaccensis%20-%20Agar%20Wood%2C%20Eaglewood%20-%20Indian%20Aloewood%20at%20Munnar%20%284%29.jpg",Aquilaria malaccensis,"Eaglewood, Agarwood, Aloewood, Lign-aloes",Critically Endangered
http://www.wikidata.org/entity/Q2264002,http://commons.wikimedia.org/wiki/Special:FilePath/Bombus%20franklini.jpg,Bombus franklini,Franklin's Bumble Bee,Critically Endangered
http://www.wikidata.org/entity/Q2265469,http://commons.wikimedia.org/wiki/Special:FilePath/Cagado.jpg,Mesoclemmys hogei,"Hoge’s side-necked turtle, Hoge’s Side-necked Turtle, Hoge’s Toadhead Turtle",Critically Endangered
http://www.wikidata.org/entity/Q2274157,http://commons.wikimedia.org/wiki/Special:FilePath/Leiopelma%20archeyi.jpg,Leiopelma archeyi,"Archey's frog, Archey's Frog, Archey’s frog, Coromandel New Zealand Frog",Critically Endangered
http://www.wikidata.org/entity/Q2275287,http://commons.wikimedia.org/wiki/Special:FilePath/Mantella%20milotympanum02.jpg,Mantella milotympanum,"Black-eared Golden Mantella, Black-eared mantella, Black-eared Mantella",Critically Endangered
http://www.wikidata.org/entity/Q2275619,http://commons.wikimedia.org/wiki/Special:FilePath/Nimbaphrynoides%20occidentalis%20gestating%20female.jpg,Nimbaphrynoides occidentalis,"Mount Nimba Viviparous Toad, Western Nimba toad",Critically Endangered
http://www.wikidata.org/entity/Q2276580,http://commons.wikimedia.org/wiki/Special:FilePath/Coqui%20frog.jpg,Eleutherodactylus unicolor,"Dull robber frog, Dull Robber Frog, Dwarf Coqui",Critically Endangered
http://www.wikidata.org/entity/Q2277135,http://commons.wikimedia.org/wiki/Special:FilePath/Baw%20Baw%20Frog.jpg,Philoria frosti,"Baw baw frog, Baw Baw Frog",Critically Endangered
http://www.wikidata.org/entity/Q2296149,http://commons.wikimedia.org/wiki/Special:FilePath/CorroboreeFrog.jpg,Pseudophryne corroboree,"Corroboree frog, Corroboree Frog",Critically Endangered
